0.991 0.682 0.403 0.003   -1.0*
0.063 0.349 0.654 0.273   -1.0
0.036 0.412 0.920 0.415   -1.0
0.318 0.895 0.810 0.255   1.0
0.331 0.264 0.310 0.933   -1.0
0.667 0.429 0.257 0.385   -1.0
0.722 0.229 0.075 0.447   -1.0
0.046 0.824 0.151 0.435   -1.0
0.507 0.591 0.385 0.687   1.0
0.912 0.726 0.824 0.666   -1.0*
0.403 0.130 0.174 0.842   -1.0
0.624 0.674 0.607 0.792   1.0
0.867 0.657 0.030 0.396   -1.0
0.580 0.253 0.726 0.267   1.0
0.893 0.781 0.406 0.966   1.0
0.711 0.689 0.267 0.103   -1.0
0.680 0.977 0.220 0.077   -1.0
0.235 0.444 0.797 0.787   1.0
0.753 0.447 0.609 0.910   1.0
0.430 0.801 0.940 0.611   1.0
0.817 0.181 0.847 0.215   1.0
0.742 0.707 0.300 0.476   1.0
0.462 0.131 0.979 0.972   1.0
0.947 0.004 0.667 0.634   -1.0*
0.438 0.572 0.160 0.088   -1.0
0.421 0.094 0.541 0.526   -1.0
0.222 0.757 0.645 0.571   1.0
0.011 0.862 0.819 0.376   1.0
0.591 0.947 0.437 0.354   1.0
0.606 0.749 0.155 0.332   -1.0
0.583 0.935 0.490 0.396   1.0
0.482 0.056 0.075 0.116   -1.0
0.141 0.443 0.566 0.942   1.0
0.894 0.281 0.604 0.142   -1.0
0.524 0.343 0.150 0.047   -1.0
0.371 0.380 0.068 0.423   -1.0
0.923 0.702 0.683 0.773   -1.0*
0.866 0.735 0.898 0.991   1.0
0.153 0.241 0.578 0.963   -1.0
0.433 0.092 0.953 0.541   1.0
0.532 0.128 0.515 0.334   -1.0
0.558 0.297 0.096 0.345   -1.0
0.688 0.167 0.088 0.908   -1.0
0.841 0.021 0.710 0.629   1.0
0.649 0.525 0.603 0.657   1.0
0.465 0.408 0.600 0.334   -1.0
0.863 0.338 0.285 0.817   1.0
0.965 0.343 0.444 0.980   1.0
0.323 0.889 0.041 0.711   -1.0
0.361 0.427 0.779 0.005   -1.0
0.424 0.779 0.786 0.253   1.0
0.803 0.427 0.466 0.899   1.0
0.096 0.642 0.901 0.758   1.0
0.718 0.511 0.959 0.489   1.0
0.873 0.730 0.136 0.282   1.0
0.076 0.663 0.442 0.384   -1.0
0.399 0.088 0.998 0.687   1.0
0.989 0.868 0.296 0.484   1.0
0.108 0.347 0.830 0.033   -1.0
0.536 0.670 0.386 0.275   -1.0
0.103 0.366 0.141 0.872   -1.0
0.570 0.025 0.585 0.975   1.0
0.118 0.233 0.844 0.733   -1.0
0.505 0.801 0.778 0.012   1.0
0.652 0.692 0.548 0.576   1.0
0.680 0.287 0.513 0.587   1.0
0.398 0.827 0.582 0.489   1.0
0.188 0.339 0.599 0.680   -1.0
0.667 0.163 0.550 0.434   -1.0
0.975 0.030 0.409 0.473   -1.0
0.226 0.195 0.646 0.606   -1.0
0.773 0.299 0.541 0.478   1.0
0.439 0.904 0.276 0.051   1.0
0.164 0.990 0.997 0.156   1.0
0.471 0.237 0.330 0.719   -1.0
0.877 0.243 0.200 0.279   -1.0
0.211 0.848 0.441 0.240   -1.0
0.399 0.199 0.217 0.219   -1.0
0.075 0.849 0.258 0.523   -1.0
0.338 0.004 0.515 0.431   -1.0
0.660 0.916 0.924 0.933   1.0
0.736 0.729 0.609 0.263   1.0
0.885 0.076 0.051 0.373   -1.0
0.910 0.743 0.244 0.465   -1.0*
0.478 0.896 0.266 0.299   -1.0
0.446 0.904 0.315 0.022   -1.0
0.966 0.781 0.456 0.550   -1.0*
0.880 0.220 0.750 0.851   -1.0*
0.469 0.785 0.761 0.097   1.0
0.440 0.122 0.228 0.054   -1.0
0.071 0.856 0.810 0.463   1.0
0.134 0.713 0.884 0.476   1.0
0.053 0.887 0.291 0.800   1.0
0.617 0.961 0.308 0.912   1.0
0.423 0.528 0.284 0.571   -1.0
0.716 0.472 0.250 0.980   1.0
0.604 0.441 0.563 0.511   1.0
0.390 0.710 0.603 0.198   -1.0
0.443 0.760 0.777 0.309   1.0
0.404 0.118 0.619 0.631   -1.0
